XM_ID,XP_ID
XM_043146568.1,XP_043015271.1
XM_043146569.1,XP_043015272.1
XM_043146570.1,XP_043015273.1
XM_043146571.1,XP_043015274.1
XM_043146572.1,XP_043015275.1
XM_043146573.1,XP_043015276.1
XM_043146574.1,XP_043015277.1
XM_043146575.1,XP_043015278.1
XM_043146576.1,XP_043015279.1
XM_043146577.1,XP_043015280.1
XM_043146578.1,XP_043015281.1
XM_043146579.1,XP_043015282.1
XM_043146580.1,XP_043015283.1
XM_043146581.1,XP_043015284.1
XM_043146582.1,XP_043015285.1
XM_043146583.1,XP_043015286.1
XM_043146584.1,XP_043015287.1
XM_043146585.1,XP_043015288.1
XM_043146587.1,XP_043015290.1
XM_043146586.1,XP_043015289.1
XM_043146588.1,XP_043015291.1
XM_043146589.1,XP_043015292.1
XM_043146590.1,XP_043015293.1
XM_043146591.1,XP_043015294.1
XM_043146592.1,XP_043015295.1
XM_043146593.1,XP_043015296.1
XM_043146594.1,XP_043015297.1
XM_043146595.1,XP_043015298.1
XM_043146596.1,XP_043015299.1
XM_043146597.1,XP_043015300.1
XM_043146598.1,XP_043015301.1
XM_043146599.1,XP_043015302.1
XM_043146600.1,XP_043015303.1
XM_043146601.1,XP_043015304.1
XM_043146602.1,XP_043015305.1
XM_043146603.1,XP_043015306.1
XM_043146604.1,XP_043015307.1
XM_043146605.1,XP_043015308.1
XM_043146606.1,XP_043015309.1
XM_043146607.1,XP_043015310.1
XM_043146609.1,XP_043015312.1
XM_043146608.1,XP_043015311.1
XM_043146610.1,XP_043015313.1
XM_043146611.1,XP_043015314.1
XM_043146612.1,XP_043015315.1
XM_043146613.1,XP_043015316.1
XM_043146614.1,XP_043015317.1
XM_043146615.1,XP_043015318.1
XM_043146616.1,XP_043015319.1
XM_043146617.1,XP_043015320.1
XM_043146618.1,XP_043015321.1
XM_043146619.1,XP_043015322.1
XM_043146620.1,XP_043015323.1
XM_043146621.1,XP_043015324.1
XM_043146622.1,XP_043015325.1
XM_043146623.1,XP_043015326.1
XM_043146624.1,XP_043015327.1
XM_043146625.1,XP_043015328.1
XM_043146626.1,XP_043015329.1
XM_043146627.1,XP_043015330.1
XM_043146628.1,XP_043015331.1
XM_043146629.1,XP_043015332.1
XM_043146630.1,XP_043015333.1
XM_043146631.1,XP_043015334.1
XM_043146632.1,XP_043015335.1
XM_043146634.1,XP_043015337.1
XM_043146633.1,XP_043015336.1
XM_043146635.1,XP_043015338.1
XM_043146636.1,XP_043015339.1
XM_043146637.1,XP_043015340.1
XM_043146638.1,XP_043015341.1
XM_043146639.1,XP_043015342.1
XM_043146640.1,XP_043015343.1
XM_043146641.1,XP_043015344.1
XM_043146642.1,XP_043015345.1
XM_043146643.1,XP_043015346.1
XM_043146644.1,XP_043015347.1
XM_043146645.1,XP_043015348.1
XM_043146646.1,XP_043015349.1
XM_043146647.1,XP_043015350.1
XM_043146648.1,XP_043015351.1
XM_043146649.1,XP_043015352.1
XM_043146650.1,XP_043015353.1
XM_043146651.1,XP_043015354.1
XM_043146652.1,XP_043015355.1
XM_043146653.1,XP_043015356.1
XM_043146654.1,XP_043015357.1
XM_043146655.1,XP_043015358.1
XM_043146656.1,XP_043015359.1
XM_043146657.1,XP_043015360.1
XM_043146658.1,XP_043015361.1
XM_043146659.1,XP_043015362.1
XM_043146660.1,XP_043015363.1
XM_043146661.1,XP_043015364.1
XM_043146662.1,XP_043015365.1
XM_043146663.1,XP_043015366.1
XM_043146664.1,XP_043015367.1
XM_043146665.1,XP_043015368.1
XM_043146666.1,XP_043015369.1
XM_043146667.1,XP_043015370.1
XM_043146668.1,XP_043015371.1
XM_043146669.1,XP_043015372.1
XM_043146670.1,XP_043015373.1
XM_043146671.1,XP_043015374.1
XM_043146672.1,XP_043015375.1
XM_043146673.1,XP_043015376.1
XM_043146674.1,XP_043015377.1
XM_043146675.1,XP_043015378.1
XM_043146677.1,XP_043015380.1
XM_043146676.1,XP_043015379.1
XM_043146678.1,XP_043015381.1
XM_043146680.1,XP_043015383.1
XM_043146679.1,XP_043015382.1
XM_043146681.1,XP_043015384.1
XM_043146682.1,XP_043015385.1
XM_043146683.1,XP_043015386.1
XM_043146684.1,XP_043015387.1
XM_043146685.1,XP_043015388.1
XM_043146686.1,XP_043015389.1
XM_043146687.1,XP_043015390.1
XM_043146690.1,XP_043015393.1
XM_043146689.1,XP_043015392.1
XM_043146688.1,XP_043015391.1
XM_043146691.1,XP_043015394.1
XM_043146692.1,XP_043015395.1
XM_043146693.1,XP_043015396.1
XM_043146696.1,XP_043015399.1
XM_043146695.1,XP_043015398.1
XM_043146694.1,XP_043015397.1
XM_043146697.1,XP_043015400.1
XM_043146698.1,XP_043015401.1
XM_043146699.1,XP_043015402.1
XM_043146700.1,XP_043015403.1
XM_043160701.1,XP_043015405.1
XM_043160700.1,XP_043015404.1
XM_043146701.1,XP_043015406.1
XM_043146702.1,XP_043015407.1
XM_043146703.1,XP_043015408.1
XM_043146704.1,XP_043015409.1
XM_043146705.1,XP_043015410.1
XM_043146706.1,XP_043015411.1
XM_043146707.1,XP_043015412.1
XM_043146708.1,XP_043015413.1
XM_043146709.1,XP_043015414.1
XM_043146710.1,XP_043015415.1
XM_043146711.1,XP_043015416.1
XM_043146712.1,XP_043015417.1
XM_043146713.1,XP_043015418.1
XM_043146714.1,XP_043015419.1
XM_043146715.1,XP_043015420.1
XM_043146716.1,XP_043015421.1
XM_043146717.1,XP_043015422.1
XM_043146719.1,XP_043015424.1
XM_043146718.1,XP_043015423.1
XM_043146720.1,XP_043015425.1
XM_043146721.1,XP_043015426.1
XM_043146722.1,XP_043015427.1
XM_043146723.1,XP_043015428.1
XM_043146724.1,XP_043015429.1
XM_043146725.1,XP_043015430.1
XM_043146726.1,XP_043015431.1
XM_043146727.1,XP_043015432.1
XM_043146728.1,XP_043015433.1
XM_043146729.1,XP_043015434.1
XM_043146730.1,XP_043015435.1
XM_043146731.1,XP_043015436.1
XM_043146733.1,XP_043015438.1
XM_043146732.1,XP_043015437.1
XM_043146734.1,XP_043015439.1
XM_043146735.1,XP_043015440.1
XM_043146736.1,XP_043015441.1
XM_043146737.1,XP_043015442.1
XM_043146738.1,XP_043015443.1
XM_043146739.1,XP_043015444.1
XM_043146740.1,XP_043015445.1
XM_043146741.1,XP_043015446.1
XM_043146742.1,XP_043015447.1
XM_043146743.1,XP_043015448.1
XM_043146744.1,XP_043015449.1
XM_043146745.1,XP_043015450.1
XM_043146746.1,XP_043015451.1
XM_043146747.1,XP_043015452.1
XM_043146748.1,XP_043015453.1
XM_043146749.1,XP_043015454.1
XM_043146750.1,XP_043015455.1
XM_043146751.1,XP_043015456.1
XM_043146752.1,XP_043015457.1
XM_043146753.1,XP_043015458.1
XM_043146754.1,XP_043015459.1
XM_043146755.1,XP_043015460.1
XM_043146756.1,XP_043015461.1
XM_043146757.1,XP_043015462.1
XM_043146758.1,XP_043015463.1
XM_043146759.1,XP_043015464.1
XM_043146760.1,XP_043015465.1
XM_043146761.1,XP_043015466.1
XM_043146762.1,XP_043015467.1
XM_043146763.1,XP_043015468.1
XM_043146764.1,XP_043015469.1
XM_043146765.1,XP_043015470.1
XM_043146766.1,XP_043015471.1
XM_043146767.1,XP_043015472.1
XM_043146768.1,XP_043015473.1
XM_043146769.1,XP_043015474.1
XM_043146770.1,XP_043015475.1
XM_043146772.1,XP_043015477.1
XM_043146771.1,XP_043015476.1
XM_043146773.1,XP_043015478.1
XM_043146774.1,XP_043015479.1
XM_043146775.1,XP_043015480.1
XM_043146776.1,XP_043015481.1
XM_043146777.1,XP_043015482.1
XM_043146779.1,XP_043015484.1
XM_043146778.1,XP_043015483.1
XM_043146780.1,XP_043015485.1
XM_043146781.1,XP_043015486.1
XM_043146782.1,XP_043015487.1
XM_043146783.1,XP_043015488.1
XM_043146784.1,XP_043015489.1
XM_043146785.1,XP_043015490.1
XM_043146786.1,XP_043015491.1
XM_043146787.1,XP_043015492.1
XM_043146788.1,XP_043015493.1
XM_043146789.1,XP_043015494.1
XM_043146790.1,XP_043015495.1
XM_043146791.1,XP_043015496.1
XM_043146793.1,XP_043015498.1
XM_043146792.1,XP_043015497.1
XM_043146794.1,XP_043015499.1
XM_043146795.1,XP_043015500.1
XM_043146796.1,XP_043015501.1
XM_043146797.1,XP_043015502.1
XM_043146798.1,XP_043015503.1
XM_043146799.1,XP_043015504.1
XM_043146800.1,XP_043015505.1
XM_043146801.1,XP_043015506.1
XM_043146802.1,XP_043015507.1
XM_043146803.1,XP_043015508.1
XM_043146804.1,XP_043015509.1
XM_043146806.1,XP_043015511.1
XM_043146805.1,XP_043015510.1
XM_043146808.1,XP_043015513.1
XM_043146807.1,XP_043015512.1
XM_043146809.1,XP_043015514.1
XM_043146812.1,XP_043015517.1
XM_043146810.1,XP_043015515.1
XM_043146811.1,XP_043015516.1
XM_043146813.1,XP_043015518.1
XM_043146815.1,XP_043015520.1
XM_043146814.1,XP_043015519.1
XM_043146816.1,XP_043015521.1
XM_043146817.1,XP_043015522.1
XM_043146818.1,XP_043015523.1
XM_043146819.1,XP_043015524.1
XM_043146820.1,XP_043015525.1
XM_043146821.1,XP_043015526.1
XM_043146822.1,XP_043015527.1
XM_043146823.1,XP_043015528.1
XM_043146824.1,XP_043015529.1
XM_043146825.1,XP_043015530.1
XM_043146826.1,XP_043015531.1
XM_043146827.1,XP_043015532.1
XM_043146828.1,XP_043015533.1
XM_043146829.1,XP_043015534.1
XM_043146830.1,XP_043015535.1
XM_043146831.1,XP_043015536.1
XM_043146832.1,XP_043015537.1
XM_043146833.1,XP_043015538.1
XM_043146834.1,XP_043015539.1
XM_043146835.1,XP_043015540.1
XM_043146836.1,XP_043015541.1
XM_043146837.1,XP_043015542.1
XM_043146838.1,XP_043015543.1
XM_043146839.1,XP_043015544.1
XM_043146840.1,XP_043015545.1
XM_043146841.1,XP_043015546.1
XM_043146842.1,XP_043015547.1
XM_043146843.1,XP_043015548.1
XM_043146844.1,XP_043015549.1
XM_043146845.1,XP_043015550.1
XM_043146846.1,XP_043015551.1
XM_043146847.1,XP_043015552.1
XM_043146848.1,XP_043015553.1
XM_043146849.1,XP_043015554.1
XM_043146850.1,XP_043015555.1
XM_043146851.1,XP_043015556.1
XM_043146852.1,XP_043015557.1
XM_043146853.1,XP_043015558.1
XM_043146854.1,XP_043015559.1
XM_043146855.1,XP_043015560.1
XM_043146856.1,XP_043015561.1
XM_043146857.1,XP_043015562.1
XM_043146858.1,XP_043015563.1
XM_043146859.1,XP_043015564.1
XM_043146860.1,XP_043015565.1
XM_043146861.1,XP_043015566.1
XM_043146862.1,XP_043015567.1
XM_043146863.1,XP_043015568.1
XM_043146864.1,XP_043015569.1
XM_043146865.1,XP_043015570.1
XM_043146866.1,XP_043015571.1
XM_043146868.1,XP_043015573.1
XM_043146867.1,XP_043015572.1
XM_043146869.1,XP_043015574.1
XM_043146870.1,XP_043015575.1
XM_043146871.1,XP_043015576.1
XM_043146872.1,XP_043015577.1
XM_043146873.1,XP_043015578.1
XM_043146874.1,XP_043015579.1
XM_043146875.1,XP_043015580.1
XM_043146876.1,XP_043015581.1
XM_043146877.1,XP_043015582.1
XM_043146878.1,XP_043015583.1
XM_043146879.1,XP_043015584.1
XM_043146880.1,XP_043015585.1
XM_043146881.1,XP_043015586.1
XM_043146882.1,XP_043015587.1
XM_043146883.1,XP_043015588.1
XM_043146884.1,XP_043015589.1
XM_043146885.1,XP_043015590.1
XM_043146886.1,XP_043015591.1
XM_043146887.1,XP_043015592.1
XM_043146888.1,XP_043015593.1
XM_043146889.1,XP_043015594.1
XM_043146890.1,XP_043015595.1
XM_043146891.1,XP_043015596.1
XM_043146892.1,XP_043015597.1
XM_043146893.1,XP_043015598.1
XM_043146894.1,XP_043015599.1
XM_043146895.1,XP_043015600.1
XM_043146896.1,XP_043015601.1
XM_043146897.1,XP_043015602.1
XM_043146898.1,XP_043015603.1
XM_043146899.1,XP_043015604.1
XM_043146900.1,XP_043015605.1
XM_043146901.1,XP_043015606.1
XM_043146902.1,XP_043015607.1
XM_043146903.1,XP_043015608.1
XM_043146904.1,XP_043015609.1
XM_043146905.1,XP_043015610.1
XM_043146906.1,XP_043015611.1
XM_043146907.1,XP_043015612.1
XM_043146908.1,XP_043015613.1
XM_043146909.1,XP_043015614.1
XM_043146910.1,XP_043015615.1
XM_043146911.1,XP_043015616.1
XM_043146912.1,XP_043015617.1
XM_043146913.1,XP_043015618.1
XM_043146914.1,XP_043015619.1
XM_043146915.1,XP_043015620.1
XM_043146916.1,XP_043015621.1
XM_043146917.1,XP_043015622.1
XM_043146918.1,XP_043015623.1
XM_043146919.1,XP_043015624.1
XM_043146920.1,XP_043015625.1
XM_043146921.1,XP_043015626.1
XM_043146922.1,XP_043015627.1
XM_043146923.1,XP_043015628.1
XM_043146924.1,XP_043015629.1
XM_043146925.1,XP_043015630.1
XM_043146926.1,XP_043015631.1
XM_043146927.1,XP_043015632.1
XM_043146928.1,XP_043015633.1
XM_043146929.1,XP_043015634.1
XM_043146930.1,XP_043015635.1
XM_043146931.1,XP_043015636.1
XM_043146932.1,XP_043015637.1
XM_043146933.1,XP_043015638.1
XM_043146934.1,XP_043015639.1
XM_043146935.1,XP_043015640.1
XM_043146936.1,XP_043015641.1
XM_043146937.1,XP_043015642.1
XM_043146938.1,XP_043015643.1
XM_043146939.1,XP_043015644.1
XM_043146940.1,XP_043015645.1
XM_043146941.1,XP_043015646.1
XM_043146942.1,XP_043015647.1
XM_043146943.1,XP_043015648.1
XM_043146944.1,XP_043015649.1
XM_043146945.1,XP_043015650.1
XM_043146946.1,XP_043015651.1
XM_043146947.1,XP_043015652.1
XM_043146948.1,XP_043015653.1
XM_043146949.1,XP_043015654.1
XM_043146950.1,XP_043015655.1
XM_043146951.1,XP_043015656.1
XM_043146952.1,XP_043015657.1
XM_043146953.1,XP_043015658.1
XM_043146954.1,XP_043015659.1
XM_043146955.1,XP_043015660.1
XM_043146956.1,XP_043015661.1
XM_043146957.1,XP_043015662.1
XM_043146958.1,XP_043015663.1
XM_043146959.1,XP_043015664.1
XM_043146960.1,XP_043015665.1
XM_043146961.1,XP_043015666.1
XM_043146962.1,XP_043015667.1
XM_043146963.1,XP_043015668.1
XM_043146964.1,XP_043015669.1
XM_043146965.1,XP_043015670.1
XM_043146966.1,XP_043015671.1
XM_043146967.1,XP_043015672.1
XM_043146968.1,XP_043015673.1
XM_043146969.1,XP_043015674.1
XM_043146970.1,XP_043015675.1
XM_043146971.1,XP_043015676.1
XM_043146972.1,XP_043015677.1
XM_043146973.1,XP_043015678.1
XM_043146974.1,XP_043015679.1
XM_043146975.1,XP_043015680.1
XM_043146976.1,XP_043015681.1
XM_043146977.1,XP_043015682.1
XM_043146978.1,XP_043015683.1
XM_043146979.1,XP_043015684.1
XM_043146980.1,XP_043015685.1
XM_043146981.1,XP_043015686.1
XM_043146982.1,XP_043015687.1
XM_043146983.1,XP_043015688.1
XM_043146984.1,XP_043015689.1
XM_043146985.1,XP_043015690.1
XM_043146986.1,XP_043015691.1
XM_043146987.1,XP_043015692.1
XM_043146988.1,XP_043015693.1
XM_043146989.1,XP_043015694.1
XM_043146990.1,XP_043015695.1
XM_043146991.1,XP_043015696.1
XM_043146992.1,XP_043015697.1
XM_043146993.1,XP_043015698.1
XM_043146994.1,XP_043015699.1
XM_043146995.1,XP_043015700.1
XM_043146996.1,XP_043015701.1
XM_043146997.1,XP_043015702.1
XM_043146998.1,XP_043015703.1
XM_043146999.1,XP_043015704.1
XM_043147000.1,XP_043015705.1
XM_043147003.1,XP_043015708.1
XM_043147001.1,XP_043015706.1
XM_043147002.1,XP_043015707.1
XM_043147004.1,XP_043015709.1
XM_043147005.1,XP_043015710.1
XM_043147006.1,XP_043015711.1
XM_043147007.1,XP_043015712.1
XM_043147008.1,XP_043015713.1
XM_043147009.1,XP_043015714.1
XM_043147010.1,XP_043015715.1
XM_043147011.1,XP_043015716.1
XM_043147012.1,XP_043015717.1
XM_043147013.1,XP_043015718.1
XM_043147014.1,XP_043015719.1
XM_043147015.1,XP_043015720.1
XM_043147016.1,XP_043015721.1
XM_043147017.1,XP_043015722.1
XM_043147018.1,XP_043015723.1
XM_043147019.1,XP_043015724.1
XM_043147020.1,XP_043015725.1
XM_043147021.1,XP_043015726.1
XM_043147022.1,XP_043015727.1
XM_043147023.1,XP_043015728.1
XM_043147024.1,XP_043015729.1
XM_043147025.1,XP_043015730.1
XM_043147027.1,XP_043015732.1
XM_043147026.1,XP_043015731.1
XM_043147028.1,XP_043015733.1
XM_043147029.1,XP_043015734.1
XM_043147030.1,XP_043015735.1
XM_043147031.1,XP_043015736.1
XM_043147032.1,XP_043015737.1
XM_043147033.1,XP_043015738.1
XM_043147034.1,XP_043015739.1
XM_043147035.1,XP_043015740.1
XM_043147036.1,XP_043015741.1
XM_043147037.1,XP_043015742.1
XM_043147038.1,XP_043015743.1
XM_043147039.1,XP_043015744.1
XM_043147040.1,XP_043015745.1
XM_043147041.1,XP_043015746.1
XM_043147043.1,XP_043015747.1
XM_043147042.1,XP_043015748.1
XM_043147044.1,XP_043015749.1
XM_043147045.1,XP_043015750.1
XM_043147046.1,XP_043015751.1
XM_043147047.1,XP_043015752.1
XM_043147048.1,XP_043015753.1
XM_043147049.1,XP_043015754.1
XM_043147050.1,XP_043015755.1
XM_043147051.1,XP_043015756.1
XM_043147052.1,XP_043015757.1
XM_043147053.1,XP_043015758.1
XM_043147054.1,XP_043015759.1
XM_043147055.1,XP_043015760.1
XM_043147056.1,XP_043015761.1
XM_043147057.1,XP_043015762.1
XM_043147059.1,XP_043015764.1
XM_043147058.1,XP_043015763.1
XM_043147060.1,XP_043015765.1
XM_043147061.1,XP_043015766.1
XM_043147062.1,XP_043015767.1
XM_043147063.1,XP_043015768.1
XM_043147064.1,XP_043015769.1
XM_043147065.1,XP_043015770.1
XM_043147066.1,XP_043015771.1
XM_043147067.1,XP_043015772.1
XM_043147068.1,XP_043015773.1
XM_043147069.1,XP_043015774.1
XM_043147070.1,XP_043015775.1
XM_043147071.1,XP_043015776.1
XM_043147072.1,XP_043015777.1
XM_043147073.1,XP_043015778.1
XM_043147074.1,XP_043015779.1
XM_043147075.1,XP_043015780.1
XM_043147076.1,XP_043015781.1
XM_043147077.1,XP_043015782.1
XM_043147078.1,XP_043015783.1
XM_043147079.1,XP_043015784.1
XM_043147080.1,XP_043015785.1
XM_043147081.1,XP_043015786.1
XM_043147082.1,XP_043015787.1
XM_043147083.1,XP_043015788.1
XM_043147084.1,XP_043015789.1
XM_043147085.1,XP_043015790.1
XM_043147086.1,XP_043015791.1
XM_043147087.1,XP_043015792.1
XM_043147088.1,XP_043015793.1
XM_043147089.1,XP_043015794.1
XM_043147090.1,XP_043015795.1
XM_043147091.1,XP_043015796.1
XM_043147092.1,XP_043015797.1
XM_043147093.1,XP_043015798.1
XM_043147094.1,XP_043015799.1
XM_043147095.1,XP_043015800.1
XM_043147096.1,XP_043015801.1
XM_043147097.1,XP_043015802.1
XM_043147098.1,XP_043015803.1
XM_043147099.1,XP_043015804.1
XM_043147100.1,XP_043015805.1
XM_043147101.1,XP_043015806.1
XM_043147102.1,XP_043015807.1
XM_043147103.1,XP_043015808.1
XM_043147104.1,XP_043015809.1
XM_043147105.1,XP_043015810.1
XM_043147106.1,XP_043015811.1
XM_043147108.1,XP_043015813.1
XM_043147107.1,XP_043015812.1
XM_043147109.1,XP_043015814.1
XM_043147110.1,XP_043015815.1
XM_043147111.1,XP_043015816.1
XM_043147112.1,XP_043015817.1
XM_043147113.1,XP_043015818.1
XM_043147114.1,XP_043015819.1
XM_043147115.1,XP_043015820.1
XM_043147116.1,XP_043015821.1
XM_043147117.1,XP_043015822.1
XM_043147118.1,XP_043015823.1
XM_043147119.1,XP_043015824.1
XM_043147120.1,XP_043015825.1
XM_043147121.1,XP_043015826.1
XM_043147122.1,XP_043015827.1
XM_043147123.1,XP_043015828.1
XM_043147124.1,XP_043015829.1
XM_043147125.1,XP_043015830.1
XM_043147126.1,XP_043015831.1
XM_043147127.1,XP_043015832.1
XM_043147128.1,XP_043015833.1
XM_043147129.1,XP_043015834.1
XM_043147130.1,XP_043015835.1
XM_043147131.1,XP_043015836.1
XM_043147132.1,XP_043015837.1
XM_043147133.1,XP_043015838.1
XM_043147134.1,XP_043015839.1
XM_043147135.1,XP_043015840.1
XM_043147136.1,XP_043015841.1
XM_043147137.1,XP_043015842.1
XM_043147138.1,XP_043015843.1
XM_043147139.1,XP_043015844.1
XM_043147140.1,XP_043015845.1
XM_043147141.1,XP_043015846.1
XM_043147142.1,XP_043015847.1
XM_043147143.1,XP_043015848.1
XM_043147144.1,XP_043015849.1
XM_043147145.1,XP_043015850.1
XM_043147146.1,XP_043015851.1
XM_043147147.1,XP_043015852.1
XM_043147148.1,XP_043015853.1
XM_043147149.1,XP_043015854.1
XM_043147150.1,XP_043015855.1
XM_043147151.1,XP_043015856.1
XM_043147152.1,XP_043015857.1
XM_043147153.1,XP_043015858.1
XM_043147154.1,XP_043015859.1
XM_043147155.1,XP_043015860.1
XM_043147156.1,XP_043015861.1
XM_043147158.1,XP_043015863.1
XM_043147157.1,XP_043015862.1
XM_043147159.1,XP_043015864.1
XM_043147160.1,XP_043015865.1
XM_043147161.1,XP_043015866.1
XM_043147162.1,XP_043015867.1
XM_043147164.1,XP_043015868.1
XM_043147163.1,XP_043015869.1
XM_043147165.1,XP_043015870.1
XM_043147166.1,XP_043015871.1
XM_043147167.1,XP_043015872.1
XM_043147168.1,XP_043015873.1
XM_043147169.1,XP_043015874.1
XM_043147170.1,XP_043015875.1
XM_043147171.1,XP_043015876.1
XM_043147172.1,XP_043015877.1
XM_043147173.1,XP_043015878.1
XM_043147174.1,XP_043015879.1
XM_043147175.1,XP_043015880.1
XM_043147176.1,XP_043015881.1
XM_043147177.1,XP_043015882.1
XM_043147178.1,XP_043015883.1
XM_043147179.1,XP_043015884.1
XM_043147180.1,XP_043015885.1
XM_043147181.1,XP_043015886.1
XM_043147182.1,XP_043015887.1
XM_043147183.1,XP_043015888.1
XM_043147184.1,XP_043015889.1
XM_043147185.1,XP_043015890.1
XM_043147186.1,XP_043015891.1
XM_043147187.1,XP_043015892.1
XM_043147188.1,XP_043015893.1
XM_043147189.1,XP_043015894.1
XM_043147190.1,XP_043015895.1
XM_043147191.1,XP_043015896.1
XM_043147192.1,XP_043015897.1
XM_043147193.1,XP_043015898.1
XM_043147194.1,XP_043015899.1
XM_043147195.1,XP_043015900.1
XM_043147196.1,XP_043015901.1
XM_043147197.1,XP_043015902.1
XM_043147198.1,XP_043015903.1
XM_043147199.1,XP_043015904.1
XM_043147200.1,XP_043015905.1
XM_043147201.1,XP_043015906.1
XM_043147202.1,XP_043015907.1
XM_043147203.1,XP_043015908.1
XM_043147204.1,XP_043015909.1
XM_043147205.1,XP_043015910.1
XM_043147206.1,XP_043015911.1
XM_043147207.1,XP_043015912.1
XM_043147208.1,XP_043015913.1
XM_043147209.1,XP_043015914.1
XM_043147210.1,XP_043015915.1
XM_043147211.1,XP_043015916.1
XM_043147212.1,XP_043015917.1
XM_043147213.1,XP_043015918.1
XM_043147214.1,XP_043015919.1
XM_043147215.1,XP_043015920.1
XM_043147216.1,XP_043015921.1
XM_043147217.1,XP_043015922.1
XM_043147218.1,XP_043015923.1
XM_043147219.1,XP_043015924.1
XM_043147220.1,XP_043015925.1
XM_043147221.1,XP_043015926.1
XM_043147222.1,XP_043015927.1
XM_043147223.1,XP_043015928.1
XM_043147225.1,XP_043015930.1
XM_043147224.1,XP_043015929.1
XM_043147226.1,XP_043015931.1
XM_043147227.1,XP_043015932.1
XM_043147228.1,XP_043015933.1
XM_043147229.1,XP_043015934.1
XM_043147230.1,XP_043015935.1
XM_043147231.1,XP_043015936.1
XM_043147233.1,XP_043015938.1
XM_043147232.1,XP_043015937.1
XM_043147234.1,XP_043015939.1
XM_043147235.1,XP_043015940.1
XM_043147236.1,XP_043015941.1
XM_043147237.1,XP_043015942.1
XM_043147238.1,XP_043015943.1
XM_043147239.1,XP_043015944.1
XM_043147240.1,XP_043015945.1
XM_043147241.1,XP_043015946.1
XM_043147242.1,XP_043015947.1
XM_043147243.1,XP_043015948.1
XM_043147245.1,XP_043015950.1
XM_043147244.1,XP_043015949.1
XM_043147246.1,XP_043015951.1
XM_043147247.1,XP_043015952.1
XM_043147248.1,XP_043015953.1
XM_043147249.1,XP_043015954.1
XM_043147250.1,XP_043015955.1
XM_043147251.1,XP_043015956.1
XM_043147252.1,XP_043015957.1
XM_043147253.1,XP_043015958.1
XM_043147254.1,XP_043015959.1
XM_043147256.1,XP_043015961.1
XM_043147255.1,XP_043015960.1
XM_043147257.1,XP_043015962.1
XM_043147258.1,XP_043015963.1
XM_043147259.1,XP_043015964.1
XM_043147260.1,XP_043015965.1
XM_043147261.1,XP_043015966.1
XM_043147262.1,XP_043015967.1
XM_043147263.1,XP_043015968.1
XM_043147264.1,XP_043015969.1
XM_043147265.1,XP_043015970.1
XM_043147266.1,XP_043015971.1
XM_043147267.1,XP_043015972.1
XM_043147268.1,XP_043015973.1
XM_043147269.1,XP_043015974.1
XM_043147270.1,XP_043015975.1
XM_043147271.1,XP_043015976.1
XM_043147272.1,XP_043015977.1
XM_043147273.1,XP_043015978.1
XM_043147275.1,XP_043015980.1
XM_043147274.1,XP_043015979.1
XM_043147276.1,XP_043015981.1
XM_043147277.1,XP_043015982.1
XM_043147278.1,XP_043015983.1
XM_043147279.1,XP_043015984.1
XM_043147280.1,XP_043015985.1
XM_043147281.1,XP_043015986.1
XM_043147283.1,XP_043015988.1
XM_043147282.1,XP_043015987.1
XM_043147284.1,XP_043015989.1
XM_043147285.1,XP_043015990.1
XM_043147286.1,XP_043015991.1
XM_043147287.1,XP_043015992.1
XM_043147290.1,XP_043015995.1
XM_043147288.1,XP_043015993.1
